Step TotalEnergy PotentialEnergy KineticEnergy Temperature
6920 -27150.926358370597882 -27473.594292309513548 322.66793393891418873 325.72238256884435259
6930 -27148.617612470647146 -27453.637145800796134 305.01953333014796499 307.90691815425816458
6940 -27155.084385621536057 -27459.436538304464193 304.35215268292699875 307.23321992884262954
6950 -27166.480010104165558 -27469.267951762136363 302.78794165797103233 305.65420172375013408
6960 -27175.546790961696388 -27478.637652607620112 303.09086164592264367 305.95998922174806012
6970 -27184.098577347667742 -27475.712291792315227 291.61371444464856495 294.3741967140857696
6980 -27180.660264860704046 -27468.371405660327582 287.71114079962376309 290.43468041232489441
6990 -27172.767102275563957 -27477.650637945946073 304.88353567038171832 307.76963310946894126
7000 -27172.643224699895654 -27462.928019908882561 290.28479520898537203 293.03269762430102219
7010 -27184.983161799958907 -27470.466049880611536 285.48288808065427702 288.18533454232078839
7020 -27175.9589286506598 -27472.975153343162674 297.01622469250264658 299.82784836239852666
7030 -27181.039753791705152 -27473.920513426117395 292.88075963441241356 295.6532360440689331
7040 -27185.933155917133263 -27471.944454728196433 286.01129881106243147 288.71874732983400236
7050 -27175.598551819031854 -27478.679261999059236 303.08071018002777919 305.9497416597499182
7060 -27182.330675541033997 -27476.719701565449213 294.38902602441640965 297.1757800294703884
7070 -27181.621855389250413 -27479.392373819217028 297.77051842996542064 300.58928241729176989
7080 -27189.110868330375524 -27478.483636649914843 289.3727683195399436 292.11203727925021667
7090 -27177.487631549593061 -27482.736776245597866 305.24914469600520306 308.13870307393989378
7100 -27178.385257540528983 -27486.462582511798246 308.07732497127028637 310.99365555201273992
7110 -27179.622939003362262 -27484.258593265039963 304.63565426167616579 307.51940519852513489
7120 -27171.99132169717268 -27491.233756992158305 319.24243529498494354 322.26445736950239507
7130 -27184.13643750979827 -27484.145943841609551 300.00950633181008698 302.84946509187301444
